Image,Vehicle_Count,Traffic_Density
A:/ai_project/traffic-detection-project/train/images\screenshot_1643_jpg.rf.893b826b671033c1a6323c13b92520c5.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1643_jpg.rf.8b6b7b202ad476de9d249e224c20f899.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1643_jpg.rf.9bca2091c409d438de32ce64ea5de788.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16546_jpg.rf.292bdc382300aa9296a51daa6d25ba46.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_16546_jpg.rf.2b4005e423cae3f24009519838ade2d2.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_16546_jpg.rf.44efb87b814a3da86e1d3f07cc5febb0.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_16547_jpg.rf.7dfb57a827386532d6368e189d0bcc77.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_16547_jpg.rf.86598c8b2333b578de86e77e6532cfe9.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_16547_jpg.rf.b0584bc2bcda592172a02ba034d0cafd.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_16560_jpg.rf.285f5a108457d013ceda616b3841266a.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16560_jpg.rf.8b013e2056012dccb8ed7d9b8b3b77c3.jpg,16,3.91E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16560_jpg.rf.e3d5ef3364d808294d12a82a0d3ecea7.jpg,15,3.66E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16695_jpg.rf.27f7daa8a7d1016e2f1ad532868c0695.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16695_jpg.rf.c0879ffa10d8abbefa95b6540f32ab10.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16695_jpg.rf.fa92ade786b5ff21cf3551f1d1a8ec0d.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16696_jpg.rf.865e45f9d59445041fb8f5a79902a44f.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\screenshot_16696_jpg.rf.c24ae6f713ddf9714d5436e04f35cfb5.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_16696_jpg.rf.f762300d18b923beb501cf9f3eeca07a.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_16844_jpg.rf.41d4dd86362fc4176072cff2fa70bfd7.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16844_jpg.rf.acec9398f501fba594d29e6987c3c6bf.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16844_jpg.rf.af696b563ddcfb1c1b735624d2377701.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16858_jpg.rf.09375eadf5137d96d42bf0c492ce65ec.jpg,16,3.91E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16858_jpg.rf.19f1076a4fa80c0ecb22a95b892cfefa.jpg,18,4.39E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16858_jpg.rf.45ca9676a222f0660142a2eb777744f6.jpg,13,3.17E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16858_jpg.rf.69d6461f6d048ef1e2197d26cea6681d.jpg,14,3.42E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16858_jpg.rf.88f66ff4aaba9c359a77055df2d86e49.jpg,22,5.37E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16858_jpg.rf.c4ef1aad2c0de9a37a4ea7c589568317.jpg,22,5.37E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17007_jpg.rf.4a7d23b884e2ea8475c06483293f74a4.jpg,15,3.66E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17007_jpg.rf.a7b7ea1fc5cce24855d68d7f1e60fbae.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17007_jpg.rf.c4bfe1104059ae9cf5fb5150acf77357.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17007_jpg.rf.c4bff17ff39d267b686d3e4f43634c58.jpg,20,4.88E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17007_jpg.rf.d933ea4494be754df16276e2fdb02f9a.jpg,14,3.42E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17007_jpg.rf.dc194485287230231e5fb49ae0bf2d23.jpg,13,3.17E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17142_jpg.rf.17fda36ae2e7494506a0293cbed0587a.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_17142_jpg.rf.7b18b6db25385e7e256b77e9b015af07.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_17142_jpg.rf.9ab560b547d28c0d4d78b1126133d779.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_17143_jpg.rf.01acf6c8aec4226321ac6f4bff8e4214.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_17143_jpg.rf.8c84a98ed7ff22e021061ac3578f24fd.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\screenshot_17143_jpg.rf.d665c321a125afdc0c11e077a2cc962b.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_17156_jpg.rf.4a2d262c6ed17224b944e1c2b302cb52.jpg,22,5.37E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17156_jpg.rf.7ef67404dc0d4721d60e17f5950f8175.jpg,17,4.15E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17156_jpg.rf.893a5ea0c0a40d74d3afce27a4b6c5db.jpg,13,3.17E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17291_jpg.rf.42a49ab1cb98ba57b03836d8ab66cb98.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17291_jpg.rf.75e0fa6e0da5974abba5be5de6f0ea27.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17291_jpg.rf.88270d92b668900e59a79717ef820ec2.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17305_jpg.rf.33c66dddf320f0b73a02e50ed6f79c28.jpg,14,3.42E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17305_jpg.rf.349a4e05bad18071607f13338a019384.jpg,15,3.66E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17305_jpg.rf.3ab354986d12b263cbb1a8ce8698827d.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17305_jpg.rf.a8f9a86f6beddc7496f5724c5c701f96.jpg,14,3.42E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17305_jpg.rf.b946569dde0917f558ef2b1ab12a056b.jpg,17,4.15E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17305_jpg.rf.ee18eeff3b40dde9c5f20d2d03af2cd5.jpg,12,2.93E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17440_jpg.rf.2b21a9e98e9c6b25cd7993021dd517f8.jpg,12,2.93E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17440_jpg.rf.70d0221cd1247e2c4c4300771a03457e.jpg,13,3.17E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17440_jpg.rf.73ce1be9c66e1d16716f9549c957b3ed.jpg,12,2.93E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17440_jpg.rf.c34009681581b2164841304e6adb30fa.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17440_jpg.rf.d7bbadb95e25e1383496115209daa9c9.jpg,12,2.93E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17440_jpg.rf.f42d6f385790ff95126f682b4c50e82c.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17441_jpg.rf.7529e92e62f85e4e0c6545ca5f01e837.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17441_jpg.rf.81330c3e69cf18b936e310ed2f9e46f0.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17441_jpg.rf.84111c5587a132e1fd6527664e3b5b51.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_17454_jpg.rf.220c7343a343043f60336114ce5417f5.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17454_jpg.rf.3f4ed829f7d9ca5f48ce226bde49da3b.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17454_jpg.rf.6cf48bc9b1516c7e869270313eb1684e.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17589_jpg.rf.48ff2cc142c41d61cec7bef77d44bf36.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17589_jpg.rf.73e451619f9279c4f6286276080efe1b.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17589_jpg.rf.8bc4959b4499593cbac5588eefa28784.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17589_jpg.rf.9deb187e2d344946afbe308d820aa8f3.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17589_jpg.rf.c49f53d1e39af2809f1a072b1b230744.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17589_jpg.rf.e03cd22c00672883c3be29014739f16e.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17590_jpg.rf.323009c1d751079f5a44d5941d9cac4a.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17590_jpg.rf.e5b03c693fee53284ddf89a8c334d631.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17590_jpg.rf.ed763a4cf82d8b6682f3b5236421772b.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17603_jpg.rf.17cb777e38017ae96d2fc2e2efb65515.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_17603_jpg.rf.364154c72234ba0b37a4d8996fc7dcbe.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17603_jpg.rf.3fee82f2f6a4c1cb9f8f55ffaef1f509.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17603_jpg.rf.77308b5de71a7cd98ac3d370db941730.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17603_jpg.rf.82b4b08a651f25931bd97330d74b9232.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17603_jpg.rf.beabff0475fd42f9e5504fe142038c9b.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_17738_jpg.rf.225d78a621ccd7227a5c75c1775adfc4.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17738_jpg.rf.3b49c071543478546607e8b4d6e2e506.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17738_jpg.rf.8dba54c1c43a5d0f663b9672c5c5879b.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17739_jpg.rf.0da24b80386535d9ab124d6d18d3154b.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17739_jpg.rf.558db3c652c5f8ab0a616caaeed44151.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17739_jpg.rf.6cf33efe498b275efe4ecd9a4e772d24.jpg,12,2.93E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17740_jpg.rf.13d50a48e853035177b6b151f22f608c.jpg,23,5.62E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17740_jpg.rf.6469b00b70591fc8d407e85134a5cec9.jpg,23,5.62E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17740_jpg.rf.f6da6deca7c59a2b3892dbed9fbc0eb7.jpg,22,5.37E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17752_jpg.rf.322118d2bda1ae9c30c943673d91df89.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17752_jpg.rf.323f53481a6c4318d8605deb7f7e7006.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17752_jpg.rf.82604e9e6fd9f2846de28db3e9b771b8.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17887_jpg.rf.5d97af7de96639e89608992f1153268e.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_17887_jpg.rf.9e8dde9c2779c3edf9af6acbf0a8a342.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\screenshot_17887_jpg.rf.e37937bbcbb1759f09c5bf91dabe472a.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_17889_jpg.rf.0faddc451ba08f96cb642077b68a4be0.jpg,17,4.15E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17889_jpg.rf.291acc409a35a6a72aa2ff3edae7f818.jpg,18,4.39E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17889_jpg.rf.f7363507eee146a95e2ecbdb6630c404.jpg,19,4.64E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1788_jpg.rf.2e29b37f2cd8974497a53222fad056bd.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1788_jpg.rf.49cadbbabf4929d22148696661bbfaba.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1788_jpg.rf.57aed281557d8816d764ea55f5860f9d.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_1788_jpg.rf.6edd487d39bcf2db08d51172dede3921.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1788_jpg.rf.7f215508be76a9f1e82f594d85b1bbfb.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1788_jpg.rf.9c0f3bc45021ec711bd938344cd9868f.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1788_jpg.rf.a3b525b4febc376571c7cd93a64026a8.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1788_jpg.rf.ac0c745603b6821daba6650c9d459ef0.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1788_jpg.rf.c75e18e4cb59d41f664fd414385600b3.jpg,12,2.93E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1788_jpg.rf.c7c15662a18dbef825f0194f17d92b71.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1788_jpg.rf.d06fda0ff8676dba4237e21bdbe9e88a.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1788_jpg.rf.f9c318bb0facc2029f58ed8edca525be.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1789_jpg.rf.388c74f30fd28ec9b0fc402728eb8a19.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1789_jpg.rf.84b16056f4e52cb82f4d4dd7028fd940.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1789_jpg.rf.a43e48394b6f7b60ec5069c05d656af3.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17901_jpg.rf.1f9cb97122035cd0e00d40cd4b606840.jpg,17,4.15E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17901_jpg.rf.5786360fa202300cf29ed9ac0f48f12b.jpg,18,4.39E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_17901_jpg.rf.6fa2ff27e60923c76c2b0698b880c757.jpg,15,3.66E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1792_jpg.rf.4632e818cfae4a00d3b00608460fef0e.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1792_jpg.rf.8b4a3f219c45c729bf935ff2633c9418.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1792_jpg.rf.b6856c70646cb1d23b7ac1751add74ff.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1793_jpg.rf.39e0e32cb416174be93be81cf02f9b2d.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_1793_jpg.rf.c23b619abf11f336957db27958a9b595.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_1793_jpg.rf.edb52ac48d3202ec39b6a8215e73b79b.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_1794_jpg.rf.08d383aa1315b5979a8e5d7f5ed7f5a7.jpg,14,3.42E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1794_jpg.rf.9fa5fece21f198fd04febac86ee10998.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1794_jpg.rf.f4b92e5b1073d00bd6c54671cc1b20db.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18036_jpg.rf.33176a538980912bf8dc94c0c58a9200.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_18036_jpg.rf.3cca5bbd4995ffab422960a697aeaf72.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_18036_jpg.rf.418197bbba6fb817d979fe6c4ecb413f.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_18187_jpg.rf.11db071db819941fcc8010d413112eb7.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18187_jpg.rf.1361f20368e0a0d0bf233b326ba2a63b.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18187_jpg.rf.79932695993ab2fc8db22f33bcd89812.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18199_jpg.rf.017cbaed6fd4e7ff191a489a5761e6bd.jpg,20,4.88E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18199_jpg.rf.13e153da5b17dfa6bd1b202ac06f8898.jpg,21,5.13E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18199_jpg.rf.e8804c7f942538fd6474b8d8d2aca01a.jpg,14,3.42E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18348_jpg.rf.03cdca7ced9117f2b3a8bf863bec8201.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_18348_jpg.rf.3f0976ff2532d808c87c2f9555c2d2a3.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18348_jpg.rf.9b360e8d63d45ca8087a0861ce336b90.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18483_jpg.rf.4d622351f2e6e5079afcad62dd279c94.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18483_jpg.rf.9d084e57f2f91c529912014fa7a18a8c.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18483_jpg.rf.d0654598de1fa6a2be2b0e2425c2c3cc.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18497_jpg.rf.14f5322c0612acbce9607de40edddf27.jpg,18,4.39E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18497_jpg.rf.63e8d74b3505e14db424fda819a0d32d.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18497_jpg.rf.6e36cc1a444b60ff1d3eb13318ab50ae.jpg,17,4.15E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18632_jpg.rf.1b83a3060a9c09d57960fabb20fed24e.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18632_jpg.rf.3034b0ea7ca227a68c8b06427eb118cb.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18632_jpg.rf.b0009cc7b47db76e04c48ec77fda1cda.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18632_jpg.rf.c13949408dd18e7e6a29bbb223d49140.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18632_jpg.rf.c32f197068ea6e7cc5ae19c2f72da393.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18632_jpg.rf.fade081b2fb7728e87b25b50d14d13f3.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18634_jpg.rf.38c5b6ca10f97cfdab28e522c005d62c.jpg,12,2.93E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18634_jpg.rf.9644e7babe96a05c4efd7e2b779ef537.jpg,14,3.42E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18634_jpg.rf.f227b2f510bfc69c41d9b3bc4248627e.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18646_jpg.rf.14991c43ef7b14012cf83780608d3897.jpg,16,3.91E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18646_jpg.rf.97e246a20e411393a2cc145694d9406f.jpg,15,3.66E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18646_jpg.rf.dd805b214fb43d8f7651c474a5933822.jpg,15,3.66E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18783_jpg.rf.6f4589f99db376f2ab68ebd185d3c47a.jpg,14,3.42E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18783_jpg.rf.8a48f4a90ee8581f94bc755f3ab0f3f9.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18783_jpg.rf.c708d0be3ab92b5b0c1fc2c645142e08.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18932_jpg.rf.a6c7903626998761b7bce764c7fe1338.jpg,13,3.17E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18932_jpg.rf.c41f8de26a0d990fedaad6a2b80b9536.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_18932_jpg.rf.d4c206788cfd7d5ebf2aa9eb1c910a68.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_19081_jpg.rf.77e62794f533513658e4e34c179a19a4.jpg,15,3.66E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_19081_jpg.rf.a2c459695798a3af0e2541043a6caba1.jpg,10,2.44E-05
